year,state,name,event,notes
-286,齊,蘇代,在齊,95
-286,齊,-,殺執政司馬穰苴在此時或稍後,85，128
-286,齊,慎到,稷下諸儒當在此稍後,136， 137， 138， 139
-286,齊,接子,稷下諸儒當在此稍後,136， 137， 138， 139
-286,齊,田騈,稷下諸儒當在此稍後,136， 137， 138， 139
-286,齊,荀卿,稷下諸儒當在此稍後,136， 137， 138， 139
-286,齊,孟嘗君,去之魏當在此稍後,129
-285,秦,-,擊齊拔九城,
-285,趙,李兌,【卒】,95
-285,趙,樂毅,為相國,
-285,宋,-,使樂毅如趙說合從伐齊,95
-284,楚,-,取齊淮北,
-284,楚,荀卿,為楚蘭陵令或在此時稍後,140
-284,齊,湣王,【卒】于莒,128
-284,齊,王蠋,,139
-284,宋,湣王,離臨淄,
-284,宋,樂毅,以秦魏韓趙之師入齊至臨淄,
-283,周,蘇厲,見西周君,95
-283,秦,-,取魏安城,
-283,魏,孟嘗君,為秦兵至大梁求救于燕趙,129
-283,宋,公孫龍,說昭王以偃兵,141
-282,趙,-,秦拔我兩城,
-281,秦,魏冉,復相,
-281,韓,韓非,【生】,155
-281,趙,-,秦拔我石城,
-281,趙,魏冉,來相,
-281,楚,莊辛,去游趙,145
-281,楚,李說,【生】,155
-281,宋,蘇厲,【卒】,
-281,宋,蘇代,【卒】,95
-280,趙,-,與魏攻齊取麥丘,
-280,楚,-,與秦漢北及上庸地,
-279,趙,廉頗,將攻齊,
-279,趙,藺相如,從會秦于黽池,
-279,趙,公孫龍,與惠王論偃兵,142
-279,楚,-,秦拔鄢西陵,127
-279,齊,-,殺燕騎劫,
-279,宋,昭王,【卒】,
-279,宋,樂毅,奔趙,142
-279,宋,公孫龍,自燕入趙,142
-278,楚,-,秦拔郢燒夷陵,127
-278,楚,-,王亡走陳,127
-278,齊,荀卿,返齊為稷下老師,
-278,齊,稷下,復興,143
-278,宋,鄒衍,游燕,144
-277,趙,公子丹,置為太子,
-277,趙,莊辛,與趙王論劍,145
-277,楚,-,秦拔巫黔中,
-277,楚,莊辛,徵于趙,145
-276,魏,魏無忌,封爲信陵君,
-273,秦,白起,敗魏芒卯于華陽斬首15萬,
-273,魏,段干崇,請割地和秦,
-272,趙,趙豹,封爲平陽君,
-272,楚,熊完,質秦,
-272,楚,黃歇,侍熊完,
-271,秦,范睢,為客卿,
-270,趙,趙奢,秦圍韓閼與，救之且大破秦軍,
-266,秦,穰侯,被逐,
-266,秦,范睢,相,
-266,秦,魏牟,游秦,146
-265,秦,安國君,為太子,
-265,趙,平原君,相,133
-265,趙,平原君,如秦,147
-265,趙,虞卿,逃之魏,147
-265,趙,魏齊,逃之魏,147
-265,趙,孔穿,來趙,148
-265,趙,公孫龍,與孔穿辯于平原君所,148
-265,楚,-,虞卿來,132
-265,楚,田單,將趙師攻燕中人（地名），拔之,
-265,楚,荀卿,去齊,149
-264,秦,荀卿,游齊,149
-264,趙,惠文后,【卒】,
-264,趙,田單,相,
-264,齊,陳仲,【卒】,
-262,趙,-,受韓上黨,
-262,楚,黃歇,封春申君,
-261,趙,荀卿,自秦來,151
-261,楚,-,取魯徐州,153
-261,楚,-,封魯君于莒,153
-260,秦,白起,破趙長平殺卒45萬,
-260,趙,廉頗,長平拒秦，七月免,
-260,趙,趙括,代廉頗，九月敗,
-259,秦,秦政,正月【生】,
-259,秦,王陵,攻趙邯鄲,
-258,秦,王齕,代王陵將，圍邯鄲,
-258,魏,張蒼,【生】,147
-258,趙,平原君,如楚,
-258,趙,魯仲連,游趙,155
-257,魏,信陵君,救趙,
-257,趙,-,邯鄲解圍,
-257,趙,公孫龍,勸平原君毋受封,
-257,趙,荀卿,議兵於王前當在此時前後,151
-257,楚,春申君,救趙,
-256,趙,鄒衍,齊使鄒衍過趙當在此時前後,152
-256,楚,-,滅魯,153，154
-255,秦,蔡澤,入秦代范雖相,
-252,趙,平原君,【卒】,世家
-252,趙,公孫龍,【卒】,141，152，當在此時前後
-251,趙,-,破燕軍殺燕將栗腹,
-250,,廉頗,圍燕,
-250,,樂乘,以樂乘為武襄君,世家
-250,,魯仲連,說燕聊城守將事當在此時,155
-249,,呂不韋,為相,
-249,,魏中山公子牟,【卒】,146，當在此時稍後
-249,,武襄君,攻燕圍其國,世家
-249,,君王后,【卒】,世家
-248,,春申君,徙封於吳,
-247,,李斯,遊秦為呂不韋舍人,李傳，156
-247,,信陵君,率五國兵敗秦軍於河外,
-243,,信陵君,【卒】,
-242,秦,蒙騖,取魏酸棗燕虛長平,本紀
-242,魏,-,魏相趙相會魯柯盟（？）,160
-242,趙,龐煖,敗殺燕將劇辛,157
-242,趙,鶡冠子,TODO,158
-241,趙,龐煖,將五國兵攻秦,世家
-241,楚,-,楚魏韓趙燕合從（縱）擊秦，楚為從長無功，楚東徙壽春,
-240,秦,呂不韋,賓客著書,159
-240,魏,孔子,順相（？）,159
-239,秦,成蟜,王弟長安君成蟜將軍擊趙，死留屯,本紀
-239,秦,嫪毐,封長信侯,
-238,秦,-,殺嫪毐,
-238,楚,李園,殺春申君,161
-237,秦,呂不韋,免相,159
-237,秦,-,下令逐客以李斯諫止,本紀
-237,秦,尉繚,大梁人尉繚來說,本紀，162
-235,秦,呂不韋,[卒】,
-234,韓,韓非,使秦,世家，156
-233,秦,韓非,【卒】,156，韓非死於秦
-232,燕,太子丹,質秦亡歸,
-229,韓,-,滅,
-228,趙,王遷,秦擼王遷,
-228,趙,公子嘉,自立未代王,
-228,楚,幽王,【卒】,
-228,楚,哀王,幽王卒，弟哀王立,
-228,楚,負芻,三月負芻殺哀王,
-227,秦,王剪,將擊燕,
-227,燕,太子丹,使荊軻刺秦王,
-227,燕,荊軻,刺秦,
-226,燕,-,秦拔燕薊得太子丹，王徙遼東,
-225,魏,王假,秦擼王假,
-224,魏,-,滅,
-223,楚,王負芻,秦擼王負芻,
-222,趙,代王嘉,秦擼代王嘉,
-222,楚,-,滅,
-221,秦,-,初幷天下，更號皇帝，李斯為廷尉，議去封建為郡縣，從之,
-221,趙,-,滅,
-221,齊,王建,秦擼王建,
-221,燕,-,滅,
-220,齊,-,滅,
-219,秦,始皇帝,東行郡縣，上鄒嶧山，立石與魯諸生議刻石頌秦德，封禪望祭山川之事，遂登泰山至琅琊，李斯為卿從行，還過彭城，使千人沒泗水求周鼎弗得,
-218,秦,始皇帝,登之罘刻石,
-215,秦,始皇帝,之碣石，使燕人盧生求羡門高誓刻碣石門，又使韓終侯公石生求僊人不死之藥,163
-215,秦,蒙恬,將軍蒙恬北擊胡,
-214,秦,始皇帝,略取陸梁為桂陵象郡南海,
-213,秦,淳于越,博士淳于越議封建,
-213,秦,李斯,丞相李斯奏請焚書以吏為師，從之,
-212,秦,始皇帝,使御史案問諸生除犯禁者四百六十餘人，坑之咸陽，後益發謫徙邊,
-211,秦,始皇帝,使博士為僊真人詩,
-210,秦,始皇帝,出遊刻石會稽,
-210,秦,始皇帝,道崩沙丘,
-210,秦,胡亥,始皇少子胡亥立，是為二世,
-209,秦,二世皇帝,郡縣皆反，楚兵至，戯章邯，擊却之,
-208,秦,二世皇帝,誅丞相李斯,156
-208,秦,李斯,【卒】,156，秦二世誅丞相李斯
-207,秦,趙高,殺二世皇帝，立子嬰，子嬰刺殺趙高，諸侯入秦，子嬰降，見殺，秦亡,
